date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:11:06	171652/171652	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20May%202022%2012:35:00%20GMT	http://www.dbpengineering.co.in/assets/images/products/product18.jpg	F:/pd/www.dbpengineering.co.in/assets/images/products/product18.jpg	(from http://www.dbpengineering.co.in/tank.html)
17:11:08	103819/103819	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20May%202022%2008:29:34%20GMT	http://www.dbpengineering.co.in/assets/images/page-bg/certificates.jpg	F:/pd/www.dbpengineering.co.in/assets/images/page-bg/certificates.jpg	(from http://www.dbpengineering.co.in/certificates.html)
17:11:11	108819/108819	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20May%202022%2007:04:18%20GMT	http://www.dbpengineering.co.in/assets/images/certified/certified-iso.jpg	F:/pd/www.dbpengineering.co.in/assets/images/certified/certified-iso.jpg	(from http://www.dbpengineering.co.in/certificates.html)
17:11:21	82107/82107	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20May%202022%2008:34:43%20GMT	http://www.dbpengineering.co.in/assets/images/page-bg/clients.jpg	F:/pd/www.dbpengineering.co.in/assets/images/page-bg/clients.jpg	(from http://www.dbpengineering.co.in/clients.html)
17:11:27	148698/148698	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20May%202022%2007:09:00%20GMT	http://www.dbpengineering.co.in/assets/images/certified/certified-GPEC.jpg	F:/pd/www.dbpengineering.co.in/assets/images/certified/certified-GPEC.jpg	(from http://www.dbpengineering.co.in/certificates.html)
17:11:34	139812/139812	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20May%202022%2008:54:09%20GMT	http://www.dbpengineering.co.in/assets/images/page-bg/gallery.jpg	F:/pd/www.dbpengineering.co.in/assets/images/page-bg/gallery.jpg	(from http://www.dbpengineering.co.in/gallery.html)
17:11:36	189937/189937	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20May%202022%2007:11:32%20GMT	http://www.dbpengineering.co.in/assets/images/certified/certified-SDC.jpg	F:/pd/www.dbpengineering.co.in/assets/images/certified/certified-SDC.jpg	(from http://www.dbpengineering.co.in/certificates.html)
17:11:43	101290/101290	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20May%202022%2009:08:42%20GMT	http://www.dbpengineering.co.in/assets/images/gallery/gallery3.jpg	F:/pd/www.dbpengineering.co.in/assets/images/gallery/gallery3.jpg	(from http://www.dbpengineering.co.in/gallery.html)
17:11:46	151856/151856	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20May%202022%2009:08:20%20GMT	http://www.dbpengineering.co.in/assets/images/gallery/gallery2.jpg	F:/pd/www.dbpengineering.co.in/assets/images/gallery/gallery2.jpg	(from http://www.dbpengineering.co.in/gallery.html)
17:11:51	93737/93737	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20May%202022%2009:11:12%20GMT	http://www.dbpengineering.co.in/assets/images/gallery/gallery6.jpg	F:/pd/www.dbpengineering.co.in/assets/images/gallery/gallery6.jpg	(from http://www.dbpengineering.co.in/gallery.html)
17:11:57	70424/70424	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20May%202022%2009:13:30%20GMT	http://www.dbpengineering.co.in/assets/images/gallery/gallery9.jpg	F:/pd/www.dbpengineering.co.in/assets/images/gallery/gallery9.jpg	(from http://www.dbpengineering.co.in/gallery.html)
17:11:59	98934/98934	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20May%202022%2009:12:02%20GMT	http://www.dbpengineering.co.in/assets/images/gallery/gallery7.jpg	F:/pd/www.dbpengineering.co.in/assets/images/gallery/gallery7.jpg	(from http://www.dbpengineering.co.in/gallery.html)
17:12:05	81538/81538	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20May%202022%2009:18:03%20GMT	http://www.dbpengineering.co.in/assets/images/gallery/gallery13.jpg	F:/pd/www.dbpengineering.co.in/assets/images/gallery/gallery13.jpg	(from http://www.dbpengineering.co.in/gallery.html)
17:21:02	203335/203335	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20May%202022%2009:10:30%20GMT	http://www.dbpengineering.co.in/assets/images/gallery/gallery5.jpg	F:/pd/www.dbpengineering.co.in/assets/images/gallery/gallery5.jpg	(from http://www.dbpengineering.co.in/gallery.html)
17:21:02	76366/76366	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20May%202022%2009:21:34%20GMT	http://www.dbpengineering.co.in/assets/images/gallery/gallery15.jpg	F:/pd/www.dbpengineering.co.in/assets/images/gallery/gallery15.jpg	(from http://www.dbpengineering.co.in/gallery.html)
17:21:10	158857/158857	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20May%202022%2009:22:11%20GMT	http://www.dbpengineering.co.in/assets/images/gallery/gallery16.jpg	F:/pd/www.dbpengineering.co.in/assets/images/gallery/gallery16.jpg	(from http://www.dbpengineering.co.in/gallery.html)
17:21:17	94554/94554	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20May%202022%2009:22:46%20GMT	http://www.dbpengineering.co.in/assets/images/gallery/gallery17.jpg	F:/pd/www.dbpengineering.co.in/assets/images/gallery/gallery17.jpg	(from http://www.dbpengineering.co.in/gallery.html)
17:21:17	807/807	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Aug%202021%2009:17:58%20GMT	http://www.dbpengineering.co.in/assets/images/icon/icon-21.png	F:/pd/www.dbpengineering.co.in/assets/images/icon/icon-21.png	(from http://www.dbpengineering.co.in/enquiry.html)
17:21:17	91900/91900	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20May%202022%2009:30:06%20GMT	http://www.dbpengineering.co.in/assets/images/page-bg/contact.jpg	F:/pd/www.dbpengineering.co.in/assets/images/page-bg/contact.jpg	(from http://www.dbpengineering.co.in/contact.html)
17:21:18	886/886	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Aug%202021%2009:17:58%20GMT	http://www.dbpengineering.co.in/assets/images/icon/icon-22.png	F:/pd/www.dbpengineering.co.in/assets/images/icon/icon-22.png	(from http://www.dbpengineering.co.in/enquiry.html)
